user_id,products,reviews
14074994,91,8
6577176,277,15
5980529,268,11
7090586,259,6
10245507,100,7
10585978,50,8
2387757,373,7
6457303,76,5
8982617,106,9
13720416,132,7
8162715,61,5
4010929,195,5
36311,417,6
6155246,344,7
1272341,99,6
620568,1311,10
14124441,171,15
10964033,71,5
8886940,102,15
7787754,99,5
8925956,56,5
2035176,35,5
13365776,79,6
10121702,110,10
4831660,156,6
110091,53,7
2933428,43,6
14293706,167,9
10149581,122,5
12686474,631,15
1354069,57,10
1594763,48,9
5285325,147,10
8380653,524,15
9844802,68,5
12068994,566,8
12403047,160,11
11832237,440,7
3433706,69,7
6725030,172,8
7016970,156,6
5330203,233,6
7172342,137,8
410669,70,5
687794,18,5
13882720,75,7
2979265,112,5
6684186,115,5
6576140,149,5
1674832,87,5
6301446,64,11
2313917,28,5
4466387,378,11
6293848,123,7
172027,14,5
11211143,192,9
12805166,168,10
4760516,108,7
8131629,127,5
2454052,160,5
6476104,1023,5
12371723,198,6
11182982,422,11
1344660,49,5
1051523,33,5
5102157,51,5
4871448,164,10
8822554,131,8
11221958,715,8
10068805,148,7
9102535,384,15
11742343,155,6
2907628,77,5
11718124,398,7
5839450,225,12
14284172,155,6
7516214,108,8
5174813,72,5
11113345,125,6
12521809,88,5
8768663,47,5
5763434,565,5
8533446,26,6
3478227,183,5
6915912,220,6
6135487,278,11
2190438,113,5
10508864,56,5
1960773,562,5
11525034,49,5
8504451,130,6
1810730,342,14
5840068,68,6
4962518,492,7
13913276,299,11
9797743,399,5
8220494,152,5
10275005,233,7
13240648,14,6
12274728,84,12
4259452,84,6
4554325,979,9
8929288,61,6
7161710,165,9
2981885,128,9
3267533,68,7
4254041,204,5
321894,131,7
9685416,121,5
11070748,497,12
11662200,656,5
3702888,33,5
3990627,10,8
11235867,453,7
8464588,47,5
2684861,56,8
5860625,261,7
296309,38,5
2221497,71,5
10374312,55,6
2593854,120,9
8308965,301,7
7231395,342,9
3341857,298,6
12125087,107,6
11614745,76,6
6940228,160,8
12693423,153,14
13061666,134,7
1387441,553,15
9603945,84,8
13024599,283,6
3675968,119,6
4852752,112,9
2981603,54,6
13688608,27,5
5349103,134,5
1399369,103,5
4796859,155,9
13425452,146,9
11465424,216,12
12878503,63,7
11243898,140,7
1485937,22,5
5391582,74,8
1401488,257,5
8555874,60,5
11160996,749,5
11468273,55,14
7686682,254,5
5879560,142,7
12176882,201,9
5363236,91,5
1482680,109,5
527429,469,9
10941099,387,5
2396491,48,11
4407659,79,7
12068453,345,10
836798,58,10
9549672,61,10
12443311,200,9
5632978,145,6
5008641,1274,7
5771936,401,5
13642482,188,5
9477842,240,6
2384830,465,6
12273726,523,5
13813559,109,15
7587159,75,6
5054561,85,6
11185835,1128,12
6876424,127,5
13314344,96,5
8005803,83,9
10015327,504,7
11532488,1129,5
3000567,27,11
5342878,142,7
6855443,159,7
7692459,269,5
6576947,200,6
13213888,33,7
5240497,57,9
7741207,68,7
12078887,322,13
11254028,392,10
1404518,37,7
9946265,34,5
6513107,158,9
7922252,442,7
8274540,991,5
10851777,35,5
5120930,664,6
5068365,23,7
12600255,564,7
7928368,63,7
14264581,930,5
11836841,237,5
3787014,147,12
7098497,65,7
5071714,34,5
10699522,16,5
12201634,144,7
10682929,111,5
1879234,89,14
12681146,154,8
8163312,187,10
2028215,885,6
11551741,241,11
10776775,171,5
7461757,103,11
12123634,592,12
4082760,47,6
2630236,276,11
4149118,149,6
5413999,195,9
9290905,44,6
6464347,144,5
5622297,110,5
4362252,148,13
7801023,109,6
4162352,212,14
11958215,275,7
10261622,154,9
4118184,313,10
7799920,438,6
6256484,27,5
12408540,170,15
11983299,249,5
3022395,279,11
4503936,362,15
12238047,126,5
11340559,92,7
6355147,82,5
13930341,49,6
1572914,32,6
1362479,164,9
7201824,212,14
5320024,91,11
5930612,166,5
4086840,405,8
1905317,268,8
12442575,246,9
6532811,167,9
4056037,101,10
3572851,190,5
11618076,477,10
9816092,57,7
11122171,88,11
12624554,114,9
867521,109,8
7194760,131,11
4800138,198,5
1645876,53,6
4455924,129,10
6843242,37,9
11023460,19,8
8785646,81,7
148674,434,8
1335033,240,13
12080057,472,12
8675993,654,5
12247853,565,14
6929900,43,6
8912071,191,7
4287266,366,5
5273558,127,5
2077524,214,12
6209217,56,7
10678976,43,5
3834872,101,8
906857,56,8
12439935,160,6
1431234,25,5
11736962,533,5
9009030,131,5
12026236,303,10
1620717,22,5
13526204,107,10
8844014,45,5
13445445,156,5
11646735,429,7
6849703,195,6
1216033,192,8
7220673,46,5
1104491,280,5
5662599,200,10
1198652,45,15
11339350,478,5
6408101,142,8
6885965,248,6
8211721,91,6
7652296,224,7
11052510,88,6
6238927,121,9
6367787,322,5
11432486,354,5
2918603,27,6
9287803,403,10
4452795,1706,10
6420826,35,5
7827853,98,5
14171905,285,7
3198180,484,6
8975694,149,6
12821920,21,7
833363,35,12
11158446,159,7
1583640,35,7
4488615,215,8
331319,42,5
6996590,183,8
12844437,82,7
11851852,104,5
6035279,105,5
7768629,33,5
11467890,95,5
11698758,882,12
13957340,77,8
6938155,155,7
11048426,119,13
12147771,485,8
3425385,40,8
6821129,209,5
9683376,191,10
6260368,94,5
5583718,36,5
12745448,70,8
8242490,48,5
10009102,49,6
586366,53,9
2596808,530,6
2820165,20,5
13898826,266,13
13981466,297,5
1303139,157,6
3576336,19,6
6913313,124,8
4446024,196,8
2819221,7,5
751685,21,5
12759610,211,11
12699682,165,11
7441825,96,6
7260539,19,5
11263585,188,13
10405031,82,6
8913497,96,12
6991826,61,5
12061049,472,6
7845617,242,6
12911454,23,7
7612573,115,5
5743385,130,8
74791,88,7
4381530,64,6
13739700,19,5
12959099,66,6
11462546,258,10
6575131,60,5
13194216,59,14
1389715,59,5
6092916,22,6
9528721,111,11
12126023,263,5
5057148,84,5
10186738,50,5
13165811,61,8
10009109,68,14
3146975,453,6
12785958,153,5
11309384,152,6
6786722,722,12
11006373,129,8
7862618,46,5
10558402,113,7
6980651,47,6
7584685,61,5
980631,103,10
13892363,173,5
7995598,214,7
3711767,28,6
11095375,63,6
11146537,44,6
3387364,72,7
698872,579,14
3087261,73,5
11108506,596,8
12373236,270,6
13185802,231,6
9669200,183,11
4032393,318,8
5111369,116,5
5156627,412,7
12667597,81,6
12883009,21,6
10889759,83,8
13660445,132,6
2140987,25,11
915890,124,10
7126199,135,11
8032942,253,10
5699393,116,5
11841575,315,8
4955611,287,5
5605249,202,7
6568920,50,5
1221877,179,8
1843260,128,10
8004110,68,6
6968836,116,6
515427,97,6
7601591,183,11
12611050,410,8
2905925,6,5
1722353,14,8
2679532,31,7
6739367,51,12
14029695,60,6
12351955,63,5
11615252,286,14
12387437,61,8
8404597,38,6
10729740,170,6
2457406,120,5
3239882,131,6
7371041,241,8
11262101,206,5
7132404,424,9
7908812,167,6
13291720,724,18
5777890,328,19
8015039,252,16
11895026,527,21
14161067,66,20
7683660,111,18
1316675,35,16
12968068,61,16
6758122,237,20
9176683,271,17
13877593,191,19
12418144,245,18
9454236,318,17
5029765,303,23
11740371,314,19
6972968,109,17
11235321,192,21
3974548,170,25
8670333,107,16
506079,1922,18
11793631,261,17
3919208,195,20
9727085,227,24
12381515,123,20
7529793,1473,19
14125076,216,20
11751568,269,24
1931068,194,21
7589424,62,19
5363993,89,16
10609987,196,17
11477949,265,19
11422361,289,17
12991848,198,16
1031928,141,18
12634861,123,18
8795714,411,20
8035219,215,21
14135748,162,16
11415045,297,23
6700689,93,20
11894300,979,18
3283495,210,18
11177904,664,23
9307560,90,20
7239319,278,16
11005629,637,16
11774176,797,21
3220773,90,16
5661424,59,17
6721844,411,17
2486073,7660,22
1263815,37,17
3550528,267,19
13751280,108,19
4091958,236,21
815811,385,23
33997,187,18
14071261,33,25
14046358,301,20
11324442,2068,20
8244370,141,25
10694182,567,22
7656737,83,18
975083,38,17
11886610,843,23
214374,334,19
6683449,89,20
2402021,49,18
8586135,188,18
4785854,183,16
1644975,297,20
8815317,198,16
7978905,226,20
13960940,355,22
6222737,554,16
6692122,159,18
577356,107,19
2679201,56,22
12737386,313,16
12083595,451,25
11674255,78,18
12487990,96,19
11654321,377,21
6351766,810,16
12080978,625,16
7366325,110,17
5875712,194,16
8578635,96,17
12870454,79,16
11434539,249,16
5434053,391,18
9881619,140,16
9703116,32,18
5613136,389,18
13835944,204,20
4511466,363,24
824731,514,25
4583522,276,22
8572253,62,20
10926628,156,19
7245678,306,23
3582743,75,16
5668546,183,20
5748548,144,18
8367831,69,19
10780418,435,25
2850805,136,17
8156519,250,23
1490298,19,19
7627226,211,20
469128,429,24
7119041,376,16
11379863,875,25
4236744,364,25
3561554,916,19
4372737,167,20
10552117,248,19
11170957,464,25
9406051,259,18
2861818,219,18
1974172,151,23
4248394,105,19
2992218,434,16
6971195,545,17
8449676,137,22
9399355,111,23
5480336,192,22
6619806,92,17
10185905,882,22
13037452,208,18
8174136,130,23
10255734,233,22
12621009,160,17
11331286,305,17
13705989,88,16
9919035,133,17
12724460,690,25
12547367,73,20
6468710,207,19
11529395,987,16
12551670,1267,19
14300081,240,19
3860391,100,20
3918270,2027,17
1587818,1126,16
6476957,69,18
5109417,295,23
9332269,190,20
11942048,829,17
10413274,143,22
9199,418,25
1089158,165,22
6012232,130,17
6114081,151,21
2570820,84,25
6595494,190,20
6150414,429,16
10420516,128,23
10649364,86,18
7389252,150,16
7367826,478,23
5746499,218,21
8695603,93,18
12067758,2112,18
8223105,532,23
11975234,1536,21
8693251,444,17
13624851,432,17
7235461,224,21
4764070,189,19
6706397,70,16
14124897,180,18
879160,102,21
12066288,104,21
308602,31,21
9415048,1094,25
2129830,156,21
6027757,290,18
4943132,212,19
9234021,111,17
11210314,2851,18
6917587,451,21
6002616,195,18
13863791,132,19
2416162,318,17
12291612,408,21
7564281,191,18
6364251,984,24
11647078,1398,16
10271656,119,20
8789979,103,24
12183629,173,16
11574353,281,23
11610111,791,20
12464300,68,19
5320559,342,16
8548602,166,25
12045683,37,17
5574861,168,16
14193540,503,20
7769882,116,16
7626805,263,19
8998102,197,20
1081951,96,19
9987621,219,24
12263079,282,18
2634912,213,23
7324138,120,18
5487923,488,20
13967198,62,22
9455093,90,16
7252117,137,24
5212544,131,16
5897049,832,23
2945211,150,20
8870746,266,21
1373652,68,20
13517878,31,18
11844744,867,16
11680433,136,17
11399364,361,18
13117175,251,19
6090405,96,19
9158381,334,21
11596535,259,16
11611015,194,16
6438783,61,16
12773354,272,24
12133268,344,21
10943007,68,23
7540757,100,25
1145687,54,23
11906664,475,20
6668547,282,19
5387268,180,24
651804,270,18
2621482,91,25
10993973,81,23
12591694,181,24
3967955,137,24
6467966,149,24
8631759,54,16
12546202,2315,25
6287413,284,18
7161820,71,19
10075310,49,21
4208570,90,18
1265116,400,23
11735284,436,23
12114897,798,18
977604,1620,16
5254137,327,16
293808,153,18
5224949,68,17
12851406,61,16
2677466,185,18
6853100,85,17
9000053,183,21
11103471,256,21
12793319,78,20
4265217,228,20
5144990,128,21
11151231,274,22
11760908,624,24
4203138,317,16
13043385,63,18
5798220,139,21
9684407,216,21
2323727,150,25
7736404,321,22
108675,62,23
4967102,300,25
7958927,395,16
13690133,436,19
10232476,894,16
11629809,537,21
3218139,35,19
13108204,526,24
3008781,36,18
11461060,181,16
6129766,262,17
10189288,176,17
6291580,122,24
4500574,98,18
6223065,113,23
9109497,236,18
8199857,362,22
6894711,110,21
12330408,109,16
2091424,389,24
3626867,254,18
505077,269,19
4126860,141,18
8600679,422,19
1031255,1014,22
2096286,494,21
10527161,72,17
5118006,650,16
637297,72,18
5421488,2018,16
7589304,137,17
3775307,74,16
12718833,86,19
1337138,200,21
405912,344,18
11740163,1424,16
1849467,27,16
11847217,268,22
265661,262,16
11477851,174,24
11687712,363,23
11030152,61,17
9436956,535,19
8394624,1409,25
5793456,461,17
7655908,327,20
7970266,181,16
6780269,822,22
2654452,53,21
9330870,422,21
10920451,57,17
8561530,266,17
7410005,31,17
6277156,371,19
5943913,176,16
462304,354,17
3552974,98,16
2443673,31,21
6006256,315,24
11093898,20,19
14260644,513,24
10865811,126,16
4903010,247,16
12953560,180,16
6601714,240,21
10836650,50,16
5618843,161,17
4012600,325,20
503557,90,18
14100401,306,24
8321077,348,18
5236161,439,19
8356175,614,22
11786623,122,22
2126936,45,20
2411309,90,18
6908770,108,19
10275110,347,20
14251462,508,22
4337497,329,21
4034912,413,17
13934403,115,23
9653538,225,24
4411781,317,17
5092982,755,23
13776103,335,20
11539024,308,24
6064333,171,20
12167414,47,17
12066772,194,16
4828191,93,18
1195390,235,25
14089197,626,18
11091117,183,19
9052609,240,23
13374937,103,22
1085464,121,21
966973,272,17
644791,263,18
9397847,382,19
2158538,147,20
12075202,349,16
7800343,127,16
2360964,319,21
1542591,345,19
8153859,150,18
4270135,216,19
336348,67,16
1376566,95,19
11347391,2512,19
9679017,452,16
7170522,153,17
3496189,550,21
4100596,75,21
6931908,451,18
4648131,198,17
9224070,110,18
11758003,303,24
13818850,75,16
11470835,1240,18
6141488,271,16
4311652,306,19
10364163,141,19
11543051,476,17
7121258,378,18
5068978,62,16
3135845,34,17
7128263,141,19
862076,194,18
587902,33,18
12306822,400,19
9181956,509,21
11009761,124,19
12914283,53,21
841871,112,18
962692,253,19
7912419,180,24
10634155,620,17
2051757,98,18
14150147,341,17
11346706,342,20
12123384,587,16
533357,553,18
7217618,198,20
6604848,267,21
7078373,1838,24
2301568,35,16
7160471,297,21
11386895,366,20
505554,223,22
8868524,163,18
1188985,257,17
3490689,67,16
12553535,102,17
5220792,480,23
11835249,1134,22
5589493,105,19
4620606,185,22
10749430,213,16
3136827,509,18
1754075,783,20
11781964,626,19
9093310,158,21
2221247,224,20
11931873,1124,20
13370932,897,24
6356865,391,18
13713238,102,16
1549989,244,18
11636724,163,16
9816545,91,24
11750848,1629,21
3210830,31,16
9077775,129,25
11708098,382,17
8796520,409,23
3860958,61,22
5870621,89,23
11173381,483,18
917900,64,21
5027310,439,16
5278331,333,18
445368,456,16
9401918,181,24
4265339,151,21
12128462,860,16
3763688,239,22
6960012,73,20
9349114,184,24
13892141,717,23
12881680,224,25
6865334,309,18
471064,319,17
11647701,138,17
7472375,484,22
6656435,110,19
4069880,436,17
9441345,891,18
3642584,136,19
12973676,71,16
1163773,49,19
4779335,513,25
851459,117,20
6308567,432,17
11504717,345,16
13402710,77,16
5595150,563,19
2134266,54,20
5198153,320,20
11188309,358,24
9608831,110,16
8020476,654,16
4267470,249,23
5453696,225,19
8289657,380,20
13964123,38,17
2618401,612,18
3230379,207,19
14042429,121,18
1833374,220,23
7520749,207,17
13443261,88,18
981227,115,18
7827969,122,25
9117710,71,23
575021,148,16
5736490,403,22
9081659,493,25
2710845,220,22
11224760,643,23
13134691,71,24
9720800,74,18
13881104,390,19
7448764,87,18
2319113,198,24
8754776,669,25
881184,1079,17
7219351,52,22
9203890,88,18
6525153,326,24
11075242,54,21
7180057,268,20
11714066,775,19
2941146,33,18
13642406,1285,23
13813254,279,22
4465562,260,18
13984293,114,16
13538092,66,23
12618358,747,18
12335812,169,21
9960513,58,16
4470196,251,25
9112465,63,25
11429433,793,23
13516823,100,17
12442915,109,17
12927177,216,23
81050,285,19
13241897,455,19
4394065,345,25
7877968,78,22
8330659,2459,18
10159740,190,16
5838428,243,24
11426588,218,17
2236896,138,17
5045658,203,16
7927032,240,20
13083523,220,19
11849712,2432,22
12452856,273,20
11320590,426,20
5136100,257,17
14041404,270,16
7777623,80,16
13891339,878,23
5554837,188,20
6324508,247,20
11139497,708,21
2522646,1212,25
11857169,326,17
10604718,225,20
1836753,343,23
12848677,83,22
10904228,72,23
426152,59,19
7655124,118,18
6185650,84,25
11757323,1439,19
2183511,139,18
397477,441,25
10541938,70,16
10574473,808,23
5512124,220,20
6519735,882,25
2219806,201,20
8596642,370,18
12361667,145,25
10997226,601,24
3098841,231,23
13460440,119,24
7880341,589,22
3296774,281,24
5392686,140,17
7379762,1109,18
7896457,175,22
12341208,466,17
9188620,27,18
13991969,90,16
8048034,104,19
7448687,230,22
7449742,105,16
14150108,204,18
14126762,508,17
7689574,123,22
7183162,272,19
3133898,140,18
7783695,200,18
11186535,144,18
10094487,390,23
7771377,168,17
4550658,114,24
12010995,548,16
13678487,397,19
7920302,178,16
12754359,66,22
1229720,169,21
7022263,245,22
4507874,189,23
11597936,128,24
11538074,737,20
6340092,76,16
9918965,362,19
9804644,86,23
12291384,356,16
5691882,192,25
1685293,171,16
8075817,236,23
7621953,169,16
7241437,253,17
8903775,371,22
7738834,120,25
4527,454,16
12777354,220,22
11551077,451,18
3909185,188,20
11145080,202,19
8228174,12,16
5103935,449,18
6033952,120,22
7335963,113,18
166621,450,19
5826117,794,18
11794122,1031,18
182118,938,17
2214009,75,22
993577,75,18
11067477,730,16
1883488,693,24
9356283,354,25
5691733,198,16
4459000,227,22
3019043,259,20
13959383,79,24
484780,341,18
3129486,448,17
11795205,107,16
12333150,83,25
6525714,295,21
10715784,250,16
2056932,229,23
9941937,924,16
7077852,152,17
4712206,150,23
11505937,243,17
5455299,530,18
11957339,397,24
12101597,441,18
9674784,454,22
11456276,377,20
5747393,223,17
12295154,143,19
5547145,634,16
11699206,340,22
11775311,654,20
3708703,83,23
7631479,359,18
10412086,289,19
1260490,138,22
7201033,282,18
13550925,198,17
6464280,1079,21
7466964,678,20
4801362,128,18
8069400,257,17
13135802,252,19
8928117,1141,23
4994050,121,23
8874329,114,17
11187254,321,22
12685446,146,16
7583507,92,18
7744136,343,23
5557866,126,24
12200281,450,24
13670623,172,17
11399360,262,20
8978694,274,20
4242047,286,21
131707,224,16
4226260,324,19
14278317,23,16
12551785,783,22
12846931,161,24
12188329,246,22
6301195,452,24
2770290,148,25
13937144,383,16
6854493,145,20
8275453,874,18
692046,1026,17
5762640,67,18
9363657,1422,22
3970867,21,17
10576991,800,25
5205315,209,16
12328142,337,16
13037003,70,19
7467033,803,17
1549389,258,16
4960847,287,16
5915991,138,19
614227,99,21
4566270,325,25
5664924,401,17
6494372,116,22
10654031,193,20
8671459,842,21
4986759,137,23
8026351,70,16
4821742,221,22
8298536,111,17
666757,128,23
10787384,1277,16
1573005,169,23
14184432,50,17
6802195,281,19
11858010,458,18
6725658,156,23
5640650,551,20
13503495,354,16
8347723,511,25
6614556,123,23
1317541,101,16
4260173,481,20
4413585,229,17
13628806,26,22
287422,291,17
11495073,174,16
6513748,527,16
6237653,180,16
4711372,223,20
634895,43,22
11866341,363,18
7282386,110,23
12604703,2725,21
11066429,76,18
12161836,540,16
7721861,321,20
6700507,211,21
2427820,461,18
12708923,251,17
9288847,129,25
9624812,214,17
12855633,79,17
5736906,181,16
12739973,108,17
11240148,670,19
1320051,519,19
10137186,205,20
5279930,1290,25
4927835,667,20
8301505,67,16
